label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
N,0.515431821346283,0.622054398059845,-6.30486169939104e-07,0.589990496635437,0.6169255971908569,-0.056741099804639816,0.6553448438644409,0.5951651334762573,-0.09644832462072372,0.6439450979232788,0.583300769329071,-0.1291959285736084,0.6011985540390015,0.59585040807724,-0.15918317437171936,0.5952904224395752,0.3664020299911499,-0.07410263270139694,0.5721470713615417,0.4799138605594635,-0.13388705253601074,0.5475039482116699,0.5658333897590637,-0.175893634557724,0.5316606760025024,0.6295925378799438,-0.19612739980220795,0.5201608538627625,0.3433866798877716,-0.06638180464506149,0.4992489218711853,0.47419169545173645,-0.11659101396799088,0.48935163021087646,0.5759087800979614,-0.13439682126045227,0.488957017660141,0.6473240852355957,-0.13778702914714813,0.45641180872917175,0.3580687344074249,-0.06357192993164062,0.43914151191711426,0.4918808043003082,-0.10399091243743896,0.4507458209991455,0.5754464864730835,-0.10110417008399963,0.4677897095680237,0.6243728995323181,-0.08981871604919434,0.4055858850479126,0.3973720073699951,-0.06681618839502335,0.38974684476852417,0.4852662980556488,-0.09070773422718048,0.40512925386428833,0.5485319495201111,-0.083388552069664,0.42236095666885376,0.5765093564987183,-0.06981053203344345
N,0.51630699634552,0.6215295195579529,-5.879737159375509e-07,0.5905885100364685,0.6179412007331848,-0.06275735795497894,0.6548457145690918,0.5996239185333252,-0.10701827704906464,0.647300660610199,0.587969183921814,-0.14359499514102936,0.6058264970779419,0.596744179725647,-0.17696067690849304,0.5967587828636169,0.36459147930145264,-0.08079753071069717,0.5754342675209045,0.4732406437397003,-0.14475665986537933,0.5508636832237244,0.5601780414581299,-0.18958483636379242,0.5328754186630249,0.6265498399734497,-0.2110433280467987,0.5220986604690552,0.3438594937324524,-0.07114128768444061,0.503076434135437,0.47471919655799866,-0.12472362816333771,0.4939475357532501,0.5758146643638611,-0.14421214163303375,0.49274805188179016,0.6486356258392334,-0.14862412214279175,0.4580942988395691,0.36140942573547363,-0.06713531166315079,0.4421362280845642,0.49457794427871704,-0.11068909615278244,0.453077495098114,0.5785588026046753,-0.10866198688745499,0.4686855375766754,0.6300134658813477,-0.09738989919424057,0.4073511064052582,0.40190213918685913,-0.06961996108293533,0.39149409532546997,0.4852164387702942,-0.09526752680540085,0.4052311182022095,0.548142671585083,-0.0882621631026268,0.4211536645889282,0.5779675245285034,-0.0746338814496994
N,0.5156710147857666,0.6229128837585449,-5.849754529663187e-07,0.5908464193344116,0.6198061108589172,-0.06286340951919556,0.6558963060379028,0.6017248630523682,-0.10745905339717865,0.6460219621658325,0.5885338187217712,-0.14431314170360565,0.6029983758926392,0.5959863662719727,-0.17804808914661407,0.5984051823616028,0.36383432149887085,-0.08032722771167755,0.5770070552825928,0.47473180294036865,-0.1447276771068573,0.5509914755821228,0.5620186924934387,-0.1905759572982788,0.5320426821708679,0.6287047266960144,-0.2128373384475708,0.5234386920928955,0.34326696395874023,-0.07075298577547073,0.5045276284217834,0.47317659854888916,-0.1245177686214447,0.4945474863052368,0.5744799375534058,-0.14448903501033783,0.49342072010040283,0.648143470287323,-0.14934542775154114,0.45884883403778076,0.3608681261539459,-0.06693918257951736,0.4436044692993164,0.4912477731704712,-0.11063146591186523,0.45396721363067627,0.5741771459579468,-0.10914875566959381,0.4695470333099365,0.6255999803543091,-0.0984550267457962,0.40751224756240845,0.40186432003974915,-0.0696011334657669,0.3922656178474426,0.4836605191230774,-0.09546718001365662,0.4060172438621521,0.5456410050392151,-0.0889374241232872,0.4219606816768646,0.5748840570449829,-0.07581506669521332
N,0.5152972340583801,0.6137471199035645,-5.826179858559044e-07,0.5923816561698914,0.6142252683639526,-0.06166423112154007,0.6595504879951477,0.5977594256401062,-0.10506914556026459,0.6464952826499939,0.5878614187240601,-0.1406865268945694,0.6008853912353516,0.5991828441619873,-0.1735961139202118,0.5976864695549011,0.36648017168045044,-0.08236454427242279,0.57643061876297,0.4776465594768524,-0.14612899720668793,0.5503931045532227,0.5638402104377747,-0.1912563294172287,0.5307316780090332,0.6288723349571228,-0.21304231882095337,0.522331714630127,0.34487783908843994,-0.07290787249803543,0.5027883648872375,0.47646087408065796,-0.12489905953407288,0.4933225214481354,0.5739701986312866,-0.14397920668125153,0.49232929944992065,0.6450951099395752,-0.14892488718032837,0.45816999673843384,0.36077433824539185,-0.06877412647008896,0.4422316253185272,0.4941723644733429,-0.11023443937301636,0.45310258865356445,0.5743311643600464,-0.10830401629209518,0.4691065549850464,0.6234281063079834,-0.09810430556535721,0.4071423411369324,0.4001208245754242,-0.07106733322143555,0.39200708270072937,0.48470064997673035,-0.09487815946340561,0.40593257546424866,0.5459840893745422,-0.08772893249988556,0.4224150478839874,0.5747263431549072,-0.07482563704252243
N,0.5178481936454773,0.6125460267066956,-5.991101943436661e-07,0.5929943323135376,0.6133059859275818,-0.0595531240105629,0.6583991050720215,0.5981618165969849,-0.10202228277921677,0.6490081548690796,0.5881891250610352,-0.13722187280654907,0.6041330099105835,0.5962552428245544,-0.16975903511047363,0.596487820148468,0.3684517443180084,-0.08085068315267563,0.5756121873855591,0.47863098978996277,-0.14338715374469757,0.5517014265060425,0.5646640062332153,-0.18796148896217346,0.5327370166778564,0.6305431723594666,-0.20958168804645538,0.5214992165565491,0.3469444513320923,-0.07215739786624908,0.5018032789230347,0.48092374205589294,-0.12201882898807526,0.494676798582077,0.5763206481933594,-0.1410072147846222,0.49466472864151,0.6460844278335571,-0.1469278782606125,0.45774686336517334,0.36327463388442993,-0.06851143389940262,0.44174259901046753,0.49581366777420044,-0.10886843502521515,0.4542643129825592,0.5749726295471191,-0.107436403632164,0.4706730544567108,0.624707818031311,-0.0982130914926529,0.40710872411727905,0.40280118584632874,-0.0710727795958519,0.39153504371643066,0.48450833559036255,-0.09522338211536407,0.4064512252807617,0.5458047389984131,-0.0884585753083229,0.423587828874588,0.5767090320587158,-0.07598774880170822
N,0.5151627063751221,0.6064956188201904,-6.070739573260653e-07,0.5913528800010681,0.6073377728462219,-0.06070036441087723,0.6581317782402039,0.5935328006744385,-0.10433633625507355,0.6505916714668274,0.5867642760276794,-0.14077667891979218,0.6066485643386841,0.5972608923912048,-0.1745249480009079,0.5976777672767639,0.36655232310295105,-0.08271265774965286,0.5761974453926086,0.4770911931991577,-0.1464049071073532,0.5517352819442749,0.5653675198554993,-0.1911327838897705,0.5320249199867249,0.6343608498573303,-0.21254757046699524,0.5227391123771667,0.3456018269062042,-0.07378613948822021,0.5044178366661072,0.47810009121894836,-0.1260131299495697,0.4962204098701477,0.577538013458252,-0.1455104500055313,0.4944952726364136,0.6510984897613525,-0.15086962282657623,0.458685040473938,0.3618508577346802,-0.07001123577356339,0.44455066323280334,0.4963752031326294,-0.11176461726427078,0.4563395380973816,0.5779829621315002,-0.110374815762043,0.47122541069984436,0.629345715045929,-0.10045574605464935,0.40750545263290405,0.40118539333343506,-0.07252123206853867,0.39377114176750183,0.4862487316131592,-0.09638113528490067,0.40851926803588867,0.5470888614654541,-0.08946679532527924,0.42461925745010376,0.576677143573761,-0.07683281600475311
N,0.5156624913215637,0.6121228933334351,-6.139407560112886e-07,0.587806761264801,0.6118468046188354,-0.05906897783279419,0.6518095135688782,0.5962333679199219,-0.10158038884401321,0.6496201753616333,0.5868459939956665,-0.13738562166690826,0.6085250377655029,0.5931978225708008,-0.1704377830028534,0.5952231884002686,0.36907899379730225,-0.08031877130270004,0.5739997625350952,0.48114585876464844,-0.14297285676002502,0.549300491809845,0.570675253868103,-0.18728865683078766,0.5290407538414001,0.6400924921035767,-0.20860354602336884,0.5213026404380798,0.34848058223724365,-0.07190722227096558,0.5026534199714661,0.48804837465286255,-0.12347202003002167,0.49595433473587036,0.5862425565719604,-0.14282843470573425,0.495251327753067,0.6594182252883911,-0.1480931043624878,0.45764219760894775,0.3655015826225281,-0.06861923635005951,0.4445376992225647,0.5032248497009277,-0.11019789427518845,0.4576629400253296,0.5826705098152161,-0.10929550230503082,0.472590833902359,0.6353693604469299,-0.09967443346977234,0.40665706992149353,0.4055309593677521,-0.07157612591981888,0.39548027515411377,0.4958389699459076,-0.09661128371953964,0.41200485825538635,0.5553523898124695,-0.09133373945951462,0.4291488528251648,0.585354745388031,-0.0795041099190712
N,0.5112760066986084,0.6037871837615967,-5.706591537091299e-07,0.5865638852119446,0.6038422584533691,-0.058156952261924744,0.6517816185951233,0.5904468894004822,-0.10010683536529541,0.6429507732391357,0.5871406197547913,-0.1350877434015274,0.6005841493606567,0.6020451784133911,-0.16800449788570404,0.5928592681884766,0.3672187328338623,-0.08179754763841629,0.5702446103096008,0.4838521182537079,-0.1425887495279312,0.5450283288955688,0.5731996893882751,-0.18527598679065704,0.5250408053398132,0.641834020614624,-0.20587460696697235,0.5183335542678833,0.34791964292526245,-0.07354798167943954,0.4991520643234253,0.48548591136932373,-0.12349966168403625,0.49110373854637146,0.5817807912826538,-0.1423877775669098,0.48935550451278687,0.6555202603340149,-0.1476023644208908,0.45502305030822754,0.3657059073448181,-0.06991001218557358,0.44251149892807007,0.503948986530304,-0.11055055260658264,0.45632895827293396,0.5810802578926086,-0.11072207242250443,0.4716648459434509,0.6330538988113403,-0.10211679339408875,0.4049483835697174,0.40682709217071533,-0.07221413403749466,0.3962772488594055,0.5002034902572632,-0.09701032191514969,0.4138402044773102,0.559685230255127,-0.09240519255399704,0.4309539198875427,0.5897785425186157,-0.08138423413038254
N,0.514117419719696,0.6015664339065552,-5.992599199089454e-07,0.5880192518234253,0.6014231443405151,-0.055217813700437546,0.6525797247886658,0.5878901481628418,-0.09556737542152405,0.6425233483314514,0.5859134793281555,-0.12942390143871307,0.6003302931785583,0.6019579172134399,-0.1615516096353531,0.5915108919143677,0.36850255727767944,-0.07980181276798248,0.5689607262611389,0.49065348505973816,-0.13903769850730896,0.5425843000411987,0.5833110809326172,-0.18144913017749786,0.5213181972503662,0.6533677577972412,-0.20194222033023834,0.5178093910217285,0.3501788377761841,-0.0721733570098877,0.5003913640975952,0.4927367568016052,-0.11962759494781494,0.4915190041065216,0.5871233940124512,-0.13837529718875885,0.48885518312454224,0.66118323802948,-0.1441490352153778,0.45580458641052246,0.36727672815322876,-0.06860339641571045,0.4444181025028229,0.5060524940490723,-0.10676096379756927,0.45628345012664795,0.5825968384742737,-0.10677742213010788,0.4696340262889862,0.6379266381263733,-0.09847390651702881,0.40649768710136414,0.4069453775882721,-0.07075116783380508,0.39714711904525757,0.49915811419487,-0.0942765474319458,0.41351351141929626,0.5582524538040161,-0.08930115401744843,0.4297811985015869,0.5913516879081726,-0.07798120379447937
N,0.5129726529121399,0.599494457244873,-6.071775828786485e-07,0.5867236256599426,0.6000755429267883,-0.057684849947690964,0.6498638391494751,0.5861316919326782,-0.09874934703111649,0.6451380848884583,0.5828710198402405,-0.13301301002502441,0.6042982935905457,0.5983400344848633,-0.16517075896263123,0.5902951955795288,0.36703062057495117,-0.08113722503185272,0.5683864951133728,0.4909709692001343,-0.14206911623477936,0.5429096817970276,0.5855840444564819,-0.18504798412322998,0.5223478078842163,0.6566834449768066,-0.20555095374584198,0.516891598701477,0.34914544224739075,-0.07260913401842117,0.49873465299606323,0.4924487769603729,-0.12167837470769882,0.48948004841804504,0.5888105630874634,-0.14031313359737396,0.48677951097488403,0.6624347567558289,-0.14555007219314575,0.45454642176628113,0.3670211434364319,-0.06859854608774185,0.44292137026786804,0.5078529119491577,-0.10834626108407974,0.45332589745521545,0.5865060091018677,-0.10775092244148254,0.46535998582839966,0.641280472278595,-0.09841744601726532,0.40504759550094604,0.40746450424194336,-0.07058700919151306,0.39578551054000854,0.5008796453475952,-0.09487611055374146,0.41241350769996643,0.5594489574432373,-0.08977174013853073,0.4284892976284027,0.5907370448112488,-0.07800983637571335
